Name,Calories,Protein,Carbs,Fat
"Beans, navy, mature seeds, cooked, boiled, without salt",140.0,8.23,26.05,0.62
"Spinach, raw",23.0,2.86,3.63,0.39
"Candies, MARS SNACKFOOD US, SKITTLES Tropical Bite Size Candies",405.0,0.19,90.77,4.34
"Doughnuts, cake-type, chocolate, sugared or glazed",417.0,4.5,57.4,19.9
"Corn, sweet, white, canned, whole kernel, drained solids",71.0,2.32,15.06,1.37
"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",214.0,28.81,0.0,10.13
"Sapote, mamey, raw",124.0,1.45,32.1,0.46
"Potsticker or wonton, pork and vegetable, frozen, unprepared",136.0,8.28,13.28,5.52
"Bread, protein (includes gluten)",245.0,12.1,43.8,2.2
"Fast foods, chimichanga, with beef, cheese, and red chili peppers",202.0,8.15,21.26,9.75
"Muffins, blueberry, toaster-type",313.0,4.6,53.3,9.5
"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted",401.0,7.12,81.19,5.46
"Soup, cream of chicken, canned, condensed, single brand",99.0,2.4,7.7,6.5
"Brussels sprouts, frozen, cooked, boiled, drained, with salt",42.0,3.64,8.32,0.39
"Grapes, american type (slip skin), raw",67.0,0.63,17.15,0.35
"Pork, fresh, variety meats and by-products, stomach, cooked, simmered",157.0,21.4,0.09,7.26
"Chicken, broilers or fryers, meat only, stewed",177.0,27.29,0.0,6.71
"Cereals ready-to-eat, POST SELECTS Maple Pecan Crunch",413.0,8.5,77.4,8.7
"Prickly pears, broiled (Northern Plains Indians)",91.0,0.39,21.57,0.31
"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, flour",321.0,26.11,2.39,22.16
"Pork, fresh, leg (ham), shank half, separable lean only, raw",119.0,21.66,0.0,2.95
"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, raw",124.0,21.45,0.0,3.61
"Peanut butter, chunk style, with salt",589.0,24.06,21.57,49.94
"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",240.0,27.18,0.0,14.55
"Ostrich, ground, cooked, pan-broiled",175.0,26.15,0.0,7.07
"Plums, raw",46.0,0.7,11.42,0.28
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",116.0,23.59,0.0,2.45
"Nuts, almonds, oil roasted, with salt added, smoke flavor",607.0,21.43,17.86,55.89
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",215.0,27.39,0.0,11.75
"Chicken, dark meat, drumstick, meat only, enhanced, cooked, braised",149.0,22.99,0.0,6.33
"Babyfood, juice, apple",47.0,0.0,11.7,0.1
"Cereals ready-to-eat, KELLOGG, KELLOGG'S HONEY SMACKS",380.0,5.7,88.5,2.2
"Apricots, frozen, sweetened",98.0,0.7,25.1,0.1
"Broccoli raab, cooked",33.0,3.83,3.12,0.52
"Bread, reduced-calorie, white",207.0,8.7,44.3,2.5
"DENNY'S, mozzarella cheese sticks",324.0,13.56,27.22,17.87
"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",235.0,25.75,0.0,13.83
"LEAN POCKETS, Ham N Cheddar",230.0,10.28,32.52,6.53
"Soup, chicken noodle, reduced sodium, canned, ready-to-serve",41.0,3.29,3.84,1.34
"Duck, wild, meat and skin, raw",211.0,17.42,0.0,15.2
"Babyfood, meat, chicken, junior",146.0,14.0,0.0,9.6
"Mushrooms, morel, raw",31.0,3.12,5.1,0.57
Tempeh,193.0,18.54,9.39,10.8
"Coffee, instant, decaffeinated, powder, prepared with water",2.0,0.12,0.43,0.0
"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, cooked with water, stove-top, without salt",56.0,1.44,11.74,0.2
"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",145.0,24.95,0.34,4.97
"Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, GENTLEASE, Toddler, ready-to-feed",66.0,1.71,6.9,3.5
"INTERSTATE BRANDS CORP, WONDER Hamburger Rolls",273.0,8.07,50.84,4.15
"Corn, sweet, yellow, canned, drained solids, rinsed with tap water",74.0,2.18,13.02,1.43
"KFC, Fried Chicken, EXTRA CRISPY, Wing, meat and skin with breading",337.0,20.8,11.66,23.0
"Chicken, stewing, light meat, meat only, raw",137.0,23.1,0.0,4.21
"Beans, great northern, mature seeds, raw",339.0,21.86,62.37,1.14
"KEEBLER, SOFT BATCH, Chocolate Chip Cookies",477.0,3.6,66.2,22.1
"Puddings, banana, dry mix, instant, with added oil",386.0,0.0,89.0,4.4
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",226.0,25.28,1.1,13.43
"Turkey from whole, enhanced, light meat, meat only, cooked, roasted",127.0,26.97,0.0,2.08
"POPEYES, Fried Chicken, Mild, Breast, meat and skin with breading",274.0,21.67,9.83,16.47
"Kohlrabi, cooked, boiled, drained, with salt",29.0,1.8,6.69,0.11
"Snacks, potato chips, fat free, salted",379.0,9.64,83.76,0.6
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",194.0,26.76,0.0,8.87
Vegetarian fillets,290.0,23.0,9.0,18.0
"Snacks, popcorn, air-popped",387.0,12.94,77.78,4.54
"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select, raw",128.0,22.18,0.0,3.66
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",205.0,34.6,0.0,6.35
"Onions, frozen, chopped, cooked, boiled, drained, without salt",28.0,0.77,6.59,0.1
"Cereals ready-to-eat, wheat germ, toasted, plain",382.0,29.1,49.6,10.7
"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",124.0,23.27,0.0,3.44
"Beef, variety meats and by-products, thymus, cooked, braised",319.0,21.85,0.0,24.98
"USDA Commodity, beef, patties (100%), frozen, raw",204.0,14.63,0.0,15.69
"Lamb, domestic, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",288.0,32.35,0.0,16.64
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, water pack, solids and liquids",30.0,0.35,7.87,0.07
"Snacks, granola bar, chewy, reduced sugar, all flavors",412.0,5.55,69.4,12.5
"Yogurt, Greek, plain, nonfat",59.0,10.19,3.6,0.39
"ARCHWAY Home Style Cookies, Iced Oatmeal",435.0,4.89,66.76,16.53
"POPEYES, Fried Chicken, Mild, Wing, meat and skin with breading",338.0,20.4,13.52,22.48
"Oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product",884.0,0.0,0.0,100.0
"Bologna, pork and turkey, lite",211.0,13.06,3.45,16.06
"Beet greens, cooked, boiled, drained, with salt",27.0,2.57,5.46,0.2
"Lamb, domestic, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, raw",134.0,20.55,0.0,5.08
"Lamb, domestic, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",292.0,24.63,0.0,20.67
"Desserts, rennin, chocolate, dry mix",363.0,2.4,91.5,3.3
"KASHI, TLC, Pita Crisps, Sea Salt",381.0,10.5,72.4,9.2
"Blackberries, canned, heavy syrup, solids and liquids",92.0,1.31,23.1,0.14
"Beef, ground, 70% lean meat / 30% fat, loaf, cooked, baked",241.0,23.87,0.0,15.37
"Burrito, beef and bean, microwaved",298.0,8.73,38.95,11.94
"Fish, sardine, Atlantic, canned in oil, drained solids with bone",208.0,24.62,0.0,11.45
"Pumpkin flowers, cooked, boiled, drained, without salt",15.0,1.09,3.3,0.08
"Jellies, reduced sugar, home preserved",179.0,0.3,46.1,0.03
"Water, bottled, non-carbonated, EVIAN",0.0,0.0,0.0,0.0
"Chicken, broilers or fryers, meat and skin, cooked, fried, batter",289.0,22.54,9.42,17.35
"MOTHER'S, Vanilla Sandwich Cookies",469.0,4.8,68.9,20.1
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",147.0,21.72,0.0,6.67
"Soup, clam chowder, new england, canned, prepared with equal volume water",35.0,1.55,5.05,1.01
"SUNSHINE, CHEEZ-IT, Baby Swiss Crackers",503.0,8.6,63.1,24.7
"Margarine-like spread, SMART BALANCE Light Buttery Spread",337.0,0.02,1.98,36.41
"Pork, fresh, leg (ham), rump half, separable lean only, raw",120.0,21.81,0.0,2.93
"Corn, sweet, yellow, canned, whole kernel, drained solids",71.0,2.32,15.06,1.37
"Mollusks, oyster, eastern, farmed, cooked, dry heat",79.0,7.0,7.28,2.12
"Cereals, QUAKER, oatmeal, REAL MEDLEYS, blueberry hazelnut, dry",386.0,9.81,69.47,9.8
"Snacks, tortilla chips, taco-flavor",480.0,7.9,63.1,24.2
"Beef, chuck, clod steak, separable lean only, trimmed to 1/4"" fat, all grades, cooked, braised",189.0,29.34,0.0,7.04
"Soy protein isolate, potassium type, crude protein basis",321.0,88.32,2.59,0.53
"Longans, dried",286.0,4.9,74.0,0.4
"Veal, composite of trimmed retail cuts, separable fat, cooked",642.0,9.42,0.0,66.74
"Cheese substitute, mozzarella",248.0,11.47,23.67,12.22
FRANCO-AMERICAN Fat Free Slow Roast Chicken Gravy,34.0,1.69,6.78,0.0
"CAMPBELL'S, Red and White, Chicken Noodle Soup, condensed",47.0,2.37,5.97,1.53
"Spices, cinnamon, ground",247.0,3.99,80.59,1.24
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",315.0,22.73,0.0,24.2
"Puddings, chocolate flavor, low calorie, instant, dry mix",356.0,5.3,78.2,2.4
"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROOT LOOPS",375.0,5.3,88.0,3.4
"Potatoes, frozen, whole, cooked, boiled, drained, with salt",63.0,1.98,13.93,0.13
"Lambsquarters, raw (Northern Plains Indians)",47.0,4.21,6.96,0.28
"Cereals ready-to-eat, KELLOGG'S KRAVE double chocolate cereal",397.0,7.1,75.9,11.2
"SUNSHINE, CHEEZ-IT, Colby Crackers",512.0,9.55,59.25,26.85
"Game meat, antelope, cooked, roasted",150.0,29.45,0.0,2.67
"Syrups, dietetic",40.0,0.8,49.2,0.0
"Babyfood, dinner, beef noodle, strained",63.0,2.44,8.18,2.26
"Bread, chapati or roti, whole wheat, frozen",299.0,7.85,46.13,9.2
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw",144.0,21.23,0.0,5.88
"Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, with salt",218.0,3.44,34.03,8.2
"English muffins, plain, enriched, with ca prop (includes sourdough)",227.0,8.87,44.17,1.69
"Butterbur, cooked, boiled, drained, without salt",8.0,0.23,2.16,0.02
"Turkey, all classes, leg, meat and skin, cooked, roasted",208.0,27.87,0.0,9.82
"Cheese, limburger",327.0,20.05,0.49,27.25
"Soup, beef mushroom, canned, prepared with equal volume water",30.0,2.37,2.6,1.23
"Rice and vermicelli mix, rice pilaf flavor, unprepared",359.0,10.42,76.31,1.37
"Oil, tomatoseed",884.0,0.0,0.0,100.0
"Beef, New Zealand, imported, tenderloin, separable lean only, raw",140.0,21.19,0.0,6.1
"Capers, canned",23.0,2.36,4.89,0.86
"Lamb, New Zealand, imported, kidney, raw",84.0,15.21,0.03,2.54
"Fat, goose",900.0,0.0,0.0,99.8
"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",193.0,32.04,0.0,6.25
"Babyfood, cereal, with eggs, strained",58.0,2.2,8.0,1.5
"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, ready-to-feed (formerly ROSS)",66.0,1.36,6.77,3.7
"Bread, pound cake type, pan de torta salvadoran",390.0,7.06,51.29,17.45
"KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Rainbow Chip Toaster Pastries",400.0,4.0,70.8,11.2
"Carbonated beverage, chocolate-flavored soda",42.0,0.0,10.7,0.0
"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",178.0,22.62,0.0,9.02
"Frozen novelties, ice type, lime",128.0,0.4,32.6,0.0
"Fish, scup, cooked, dry heat",135.0,24.21,0.0,3.5
"Fish, catfish, channel, farmed, cooked, dry heat",144.0,18.44,0.0,7.19
"Danish pastry, raspberry, unenriched",371.0,5.4,47.8,18.5
"Infant formula, MEAD JOHNSON, ENFAMIL, with iron, powder",520.0,10.8,56.2,27.0
"ARCHWAY Home Style Cookies, Chocolate Chip Ice Box",497.0,4.28,65.02,24.4
"Cereals ready-to-eat, GENERAL MILLS, Cocoa Puffs, 25% Reduced Sugar",382.0,6.2,83.3,5.0
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",206.0,18.74,0.19,14.53
"Mushrooms, portabella, exposed to ultraviolet light, grilled",29.0,3.28,4.44,0.58
"Cheese, swiss, low fat",179.0,28.4,3.4,5.1
"Nuts, coconut water (liquid from coconuts)",19.0,0.72,3.71,0.2
"KELLOGG'S, EGGO, Thick & Fluffy, Waffles, Brown Sugar",307.0,5.8,44.5,11.9
"Cereals ready-to-eat, GENERAL MILLS, NATURE VALLEY LOW FAT FRUIT GRANOLA",381.0,7.9,79.4,4.69
"Mammy-apple, (mamey), raw",51.0,0.5,12.5,0.5
"Lamb, Australian, imported, fresh, rib, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",277.0,22.24,0.0,20.21
"Cassava, raw",160.0,1.36,38.06,0.28
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean only, raw",128.0,20.75,0.0,4.41
"Corn, sweet, white, canned, vacuum pack, no salt added",79.0,2.41,19.44,0.5
"Meatballs, frozen, Italian style",286.0,14.4,8.06,22.21
"Chicken, ground, raw",143.0,17.44,0.04,8.1
"Pork, cured, ham, boneless, extra lean and regular, roasted",165.0,21.97,0.5,7.66
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, cooked",273.0,27.33,0.0,17.37
"Chicken, roasting, dark meat, meat only, raw",113.0,18.74,0.0,3.61
"Asparagus, canned, regular pack, solids and liquids",15.0,1.8,2.48,0.18
"Oat bran, cooked",40.0,3.21,11.44,0.86
"KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Fudge Grahams Cookies",467.0,4.5,73.2,17.9
"CAMPBELL'S Red and White, GOLDFISH Pasta with Chicken in Chicken Broth, condensed",63.0,2.38,9.52,1.59
"Milk shakes, thick vanilla",112.0,3.86,17.75,3.03
"Veal, rib, separable lean only, raw",120.0,19.97,0.0,3.89
"Cereals ready-to-eat, RALSTON Corn Biscuits",367.0,5.83,85.79,1.05
"Dandelion greens, raw",45.0,2.7,9.2,0.7
"Pork, cured, ham, patties, unheated",315.0,12.78,1.69,28.19
"Beans, great northern, mature seeds, cooked, boiled, with salt",118.0,8.33,21.09,0.45
"Alcoholic beverage, wine, table, white, late harvest, Gewurztraminer",108.0,0.07,11.39,0.0
"Seeds, sesame butter, tahini, from raw and stone ground kernels",570.0,17.81,26.19,48.0
"MORNINGSTAR FARMS Chik Patties, frozen, unprepared",197.0,11.8,22.9,7.0
"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",195.0,20.56,0.0,11.92
"Chicken, broilers or fryers, meat and skin and giblets and neck, roasted",234.0,26.78,0.06,13.27
"Chicken, broilers or fryers, dark meat, meat only, cooked, fried",239.0,28.99,2.59,11.62
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",400.0,22.57,0.0,33.7
"Spices, mustard seed, ground",508.0,26.08,28.09,36.24
"Turkey, retail parts, breast, meat and skin, raw",155.0,21.88,0.0,7.45
"Spearmint, fresh",44.0,3.29,8.41,0.73
"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",370.0,10.5,76.5,1.5
"Horseradish, prepared",48.0,1.18,11.29,0.69
"Wheat, soft red winter",331.0,10.35,74.24,1.56
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",404.0,20.65,0.0,34.97
"CAMPBELL'S CHUNKY Microwavable Bowls, Beef with Country Vegetables Soup, ready-to-serve",61.0,4.08,8.57,1.22
"Kale, scotch, cooked, boiled, drained, without salt",28.0,1.9,5.63,0.41
"Lamb, New Zealand, imported, flap, boneless, separable lean and fat, raw",337.0,16.17,0.27,30.14
"Chicken, cornish game hens, meat only, cooked, roasted",134.0,23.3,0.0,3.87
"Tortilla, blue corn, Sakwavikaviki (Hopi)",276.0,7.83,58.12,1.4
"Infant formula, NESTLE, GOOD START SOY, with DHA and ARA, liquid concentrate",132.0,3.31,14.71,6.67
"Soup, chunky chicken noodle, canned, ready-to-serve",41.0,3.09,4.46,1.16
"CAMPBELL'S Red and White, 25% Less Sodium Tomato Soup, condensed",73.0,1.61,16.13,0.0
"Rye flour, medium",349.0,10.88,75.43,1.52
"Beef, New Zealand, imported, cube roll, separable lean only, raw",161.0,19.77,1.38,8.51
"Fast foods, biscuit, with sausage",371.0,9.67,29.99,24.42
"Oil, mustard",884.0,0.0,0.0,100.0
"Vermicelli, made from soy",331.0,0.1,82.32,0.1
"Beans, yellow, mature seeds, cooked, boiled, with salt",144.0,9.16,25.27,1.08
"Sauce, oyster, ready-to-serve",51.0,1.35,10.92,0.25
"Game meat, rabbit, wild, raw",114.0,21.79,0.0,2.32
"Carambola, (starfruit), raw",31.0,1.04,6.73,0.33
"Crackers, multigrain",482.0,7.1,67.6,20.4
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",192.0,27.66,0.0,8.23
"Fish, pollock, Alaska, cooked, dry heat",111.0,23.48,0.0,1.18
"Onions, frozen, chopped, unprepared",29.0,0.79,6.82,0.1
"Babyfood, meat, chicken, strained",130.0,13.7,0.1,7.9
"Cereals ready-to-eat, frosted oat cereal with marshmallows",400.0,7.1,84.7,3.33
"Peas, green, frozen, unprepared",77.0,5.22,13.62,0.4
"Frankfurter, turkey",223.0,12.23,3.81,17.29
"Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed",172.0,26.24,0.0,7.41
"Cheese, American, nonfat or fat free",126.0,21.05,10.53,0.0
"KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Original",521.0,5.0,62.5,28.2
"Chicken, broilers or fryers, wing, meat only, cooked, rotisserie, original seasoning",197.0,27.69,0.0,9.53
CAMPBELL'S Microwavable Beef Gravy,42.0,1.69,5.08,1.69
"Cookies, peanut butter sandwich, special dietary",535.0,10.0,50.8,34.0
"Beef, cured, breakfast strips, raw or unheated",406.0,12.5,0.7,38.8
"CAMPBELL'S Red and White - Microwaveable Bowls, Creamy Tomato Soup",64.0,1.22,10.2,2.04
"Pork, cured, separable fat (from ham and arm picnic), unheated",579.0,5.68,0.09,61.41
"Lamb, domestic, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",192.0,25.46,0.0,9.26
"Steelhead trout, dried, flesh (Shoshone Bannock)",382.0,77.27,0.0,8.06
"Beef, chuck for stew, separable lean and fat, choice, cooked, braised",194.0,32.49,0.0,7.14
"Bratwurst, pork, cooked",333.0,13.72,2.85,29.18
"Puddings, vanilla, dry mix, regular, prepared with whole milk",113.0,2.8,18.92,2.9
"Lima beans, immature seeds, raw",113.0,6.84,20.17,0.86
"Beverages, GEROLSTEINER BRUNNEN GmbH & Co.KG,Gerolsteiner, water, bottled, naturally sparkling, mineral",0.0,0.0,0.0,0.0
"Candies, NESTLE, OH HENRY! Bar",462.0,7.7,65.5,23.0
"Beef Pot Pie, frozen entree, prepared",220.0,7.25,22.05,11.39
"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",343.0,24.04,0.0,26.67
"Apples, dehydrated (low moisture), sulfured, uncooked",346.0,1.32,93.53,0.58
"Carbonated beverage, cola",41.0,0.0,10.58,0.0
"Seeds, sunflower seed kernels, dry roasted, without salt",582.0,19.33,24.07,49.8
"Pancakes, plain, dry mix, complete (includes buttermilk)",368.0,9.77,73.65,3.1
"Frozen novelties, ice type, italian, restaurant-prepared",53.0,0.03,13.5,0.02
"Soybeans, mature seeds, dry roasted",451.0,39.58,32.72,21.62
"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",178.0,28.54,0.0,6.25
"Oil, walrus (Alaska Native)",900.0,0.0,0.0,100.0
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",166.0,21.22,0.0,9.04
"Infant formula, GERBER, GOOD START 2, PROTECT PLUS, powder",501.0,11.1,56.3,25.7
"Ruffed Grouse, breast meat, skinless, raw",112.0,25.94,0.0,0.88
"Babyfood, dinner, vegetables and beef, junior",77.0,2.21,8.84,3.6
"Beef, rib, shortribs, separable lean only, choice, cooked, braised",295.0,30.76,0.0,18.13
"Asparagus, frozen, cooked, boiled, drained, without salt",18.0,2.95,1.92,0.42
"Crackers, wheat, sandwich, with peanut butter filling",495.0,13.5,53.8,26.7
"Salad dressing, mayonnaise, soybean and safflower oil, with salt",717.0,1.1,2.7,79.4
"Pineapple, canned, light syrup pack, solids and liquids",52.0,0.36,13.45,0.12
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, grilled",151.0,30.54,0.0,3.17
"Bread stuffing, cornbread, dry mix, prepared",179.0,2.9,21.9,8.8
"Mustard, prepared, yellow",60.0,3.74,5.83,3.34
"POPEYES, Fried Chicken, Mild, Drumstick, meat only, skin and breading removed",170.0,26.51,0.04,7.14
FRANCO-AMERICAN Slow Roast Chicken Gravy,34.0,1.69,5.08,0.85
"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",254.0,17.25,0.0,20.0
"Biscuits, plain or buttermilk, refrigerated dough, higher fat, baked",324.0,6.79,49.05,11.22
"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Wheat Germ, Regular",366.0,31.43,49.38,9.56
"Flan, caramel custard, dry mix, prepared with whole milk",113.0,2.95,18.68,3.0
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, cooked",305.0,24.42,0.0,22.26
"Tennis Bread, plain (Apache)",258.0,9.0,53.26,1.05
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",191.0,23.35,0.0,10.15
"Chicken breast tenders, breaded, cooked, microwaved",252.0,16.35,17.56,12.89
"Potatoes, au gratin, dry mix, unprepared",314.0,8.9,74.31,3.7
"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",533.0,0.17,0.86,59.81
"Lamb, New Zealand, imported, neck chops, separable lean and fat, cooked, braised",307.0,28.53,0.03,21.43
"Beverages, Chocolate malt, powder, prepared with fat free milk",49.0,3.25,8.64,0.17
"Rice, brown, long-grain, cooked",111.0,2.58,22.96,0.9
"Mother's loaf, pork",282.0,12.07,7.53,22.3
"Babyfood, juice treats, fruit medley, toddler",347.0,0.0,86.68,0.02
"Cereals ready-to-eat, GENERAL MILLS, FIBER ONE 80 Calories, Chocolate Squares",253.0,3.29,84.0,2.9
"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed (formerly ROSS)",99.0,2.86,11.15,4.77
"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",196.0,31.48,0.0,7.78
"Babyfood, dessert, cherry vanilla pudding, strained",68.0,0.2,17.8,0.3
"Babyfood, mixed fruit juice with low fat yogurt",76.0,2.4,14.68,0.8
"Pork, fresh, loin, whole, separable lean and fat, raw",198.0,19.74,0.0,12.58
"SUNSHINE, CHEEZ-IT, White Cheddar, Reduced Fat Crackers",443.0,9.7,72.0,13.6
"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, Liquid concentrate, not reconstituted",129.0,2.72,14.34,7.1
"CAMPBELL'S CHUNKY Soups, HEALTHY REQUEST Microwavable Bowls, Chicken Noodle Soup",49.0,2.86,6.94,1.02
"Spanish rice mix, dry mix, prepared (with canola/vegetable oil blend or diced tomatoes and margarine)",125.0,3.27,22.74,2.38
"Chicken, broilers or fryers, thigh, meat only, cooked, rotisserie, original seasoning",196.0,24.06,0.0,11.09
"Fish, shad, american, raw",197.0,16.93,0.0,13.77
"Puddings, coconut cream, dry mix, instant, prepared with whole milk",117.0,2.9,19.1,3.5
"Applesauce, canned, unsweetened, without added ascorbic acid (includes USDA commodity)",42.0,0.17,11.27,0.1
"Peaches, canned, extra light syrup, solids and liquids",42.0,0.4,11.1,0.1
"Fish, salmon, chinook, cooked, dry heat",231.0,25.72,0.0,13.38
"Veal, shoulder, blade chop, separable lean only, raw",110.0,19.6,0.0,2.88
"Lamb, domestic, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",216.0,29.99,0.0,9.73
"Soup, minestrone, canned, prepared with equal volume water",34.0,1.77,4.66,1.04
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",273.0,25.82,0.0,18.05
"Tortillas, ready-to-bake or -fry, corn",218.0,5.7,44.64,2.85
"Babyfood, dessert, cherry vanilla pudding, junior",69.0,0.2,18.4,0.2
"Pork, fresh, enhanced, loin, tenderloin, separable lean and fat, raw",114.0,20.16,0.0,3.14
"Bread, blue corn, somiviki (Hopi)",186.0,3.1,39.84,1.53
"GIRL SCOUTS, Trefoils Cookies",498.0,5.7,68.0,22.9
"Cereals, QUAKER, Instant Grits, Redeye Gravy & Country Ham flavor, dry",342.0,9.83,75.86,1.58
Tomato powder,302.0,12.91,74.68,0.44
"Fish, sucker, white, cooked, dry heat",119.0,21.49,0.0,2.97
FRANCO-AMERICAN Slow Roast Beef Gravy,42.0,1.69,5.08,0.85
"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",165.0,28.86,0.0,4.62
"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, LIPIL, with iron, liquid concentrate not reconstituted, with ARA and DHA",126.0,3.53,13.12,6.73
"Canada Goose, breast meat, skinless, raw",133.0,24.31,0.0,4.02
"Orange juice, frozen concentrate, unsweetened, undiluted",148.0,2.4,35.19,0.25
"Candies, REESE'S NUTRAGEOUS Candy Bar",517.0,11.28,52.8,32.09
"Game meat, antelope, raw",114.0,22.38,0.0,2.03
"Cheese, cream",342.0,5.93,4.07,34.24
"Fat, chicken",900.0,0.0,0.0,99.8
"KASHI, TLC, Oatmeal Raisin Flax Cookies",414.0,7.7,67.0,15.2
"Peach nectar, canned, with added ascorbic acid",54.0,0.27,13.92,0.02
"Babyfood, fruit, bananas and pineapple with tapioca, junior",68.0,0.2,18.4,0.1
"Currants, red and white, raw",56.0,1.4,13.8,0.2
"Pork, fresh, variety meats and by-products, stomach, raw",159.0,16.85,0.0,10.14
"SWANSON BROTH, Certified Organic Vegetable Broth",5.0,0.0,1.28,0.0
"Puddings, tapioca, ready-to-eat",130.0,1.95,21.69,3.88
"Fish, salmon, chum, cooked, dry heat",154.0,25.82,0.0,4.83
"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED MINI-WHEATS, bite size",350.0,9.19,83.4,1.6
"Noodles, japanese, soba, dry",336.0,14.38,74.62,0.71
"Tortilla, includes plain and from mutton sandwich (Navajo)",237.0,7.28,49.94,0.95
"Cereals ready-to-eat, KELLOGG, KELLOGG'S RAISIN BRAN, Cinnamon Almond",347.0,7.4,81.19,2.9
"Game meat, bison, shoulder clod, separable lean only, trimmed to 0"" fat, raw",109.0,21.1,0.0,2.1
"Turkey, retail parts, thigh, meat and skin, cooked, roasted",183.0,23.95,0.41,9.5
"Cereals, MALT-O-MEAL, chocolate, dry",363.0,10.6,79.55,0.82
